"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1199",0,1,1,0,2,1,1,0,1,7
"1200",0,0,0,0,0,0,0,0,0,0
"1201",0,0,0,0,0,1,0,0,0,0
"1202",0,0,0,0,0,0,0,0,0,0
"1203",1,0,0,0,0,1,0,0,2,0
"1204",0,0,0,0,0,0,0,0,0,0
"1205",0,0,0,0,0,1,1,0,1,0
"1206",0,0,0,0,1,1,0,0,0,2
"1207",0,0,0,0,0,0,0,0,0,0
"1208",1,0,1,0,0,0,0,0,1,0
"1209",0,1,0,0,1,1,0,1,1,1
"1210",0,1,0,1,0,0,1,0,1,0
"1211",0,0,0,0,0,0,0,0,0,0
"1212",0,2,0,1,1,0,0,1,0,3
"1213",0,0,0,0,0,0,0,0,0,1
"1214",0,1,0,0,0,0,0,0,0,0
"1215",0,1,0,0,1,0,0,2,0,2
"1216",0,0,0,0,0,0,0,0,0,0
"1217",0,1,0,0,1,0,1,1,0,1
"1218",0,0,0,0,1,0,0,0,0,1
"1219",0,1,0,0,1,0,0,1,1,1
"1220",1,0,1,1,1,1,0,0,1,1
"1221",2,1,1,1,1,2,0,1,3,3
"1222",0,2,0,0,2,0,0,0,1,2
"1223",0,0,0,1,0,0,0,0,0,0
"1224",0,0,0,0,0,0,0,0,0,0
"1225",0,0,0,0,1,0,0,2,0,2
"1226",0,0,0,0,0,0,0,0,0,0
"1227",0,0,0,0,0,0,0,1,0,1
"1228",0,1,0,0,2,0,1,1,0,2
"1229",0,0,0,0,1,0,0,1,0,1
"1230",0,0,0,0,0,0,0,1,0,1
"1231",0,0,0,0,1,0,0,0,0,1
"1232",0,0,0,0,0,0,0,0,0,1
"1233",0,0,0,0,1,0,0,0,0,2
"1234",0,0,0,0,1,1,0,0,2,1
"1235",0,1,1,0,1,0,1,1,4,2
"1236",1,0,1,1,0,1,0,1,1,1
"1237",0,0,0,0,0,0,0,0,0,0
"1238",0,3,0,0,2,0,2,3,0,4
"1239",1,1,1,1,0,1,0,0,2,2
"1240",1,0,1,0,0,0,0,0,1,0
"1241",0,0,0,1,1,0,0,0,1,1
"1242",0,0,1,0,0,0,0,1,1,1
"1243",0,1,0,0,2,0,1,1,0,2
"1244",0,0,0,0,0,0,0,0,0,0
"1245",0,0,0,0,0,0,0,0,0,0
"1246",1,1,0,0,1,0,1,1,0,2
"1247",1,0,1,1,0,1,0,0,1,0
"1248",0,0,0,0,1,0,0,0,0,3
"1249",1,0,0,1,1,1,0,0,1,1
"1250",0,1,1,0,1,0,1,1,1,1
"1251",0,1,0,0,2,0,0,3,0,3
"1252",0,0,0,1,0,1,0,1,1,1
"1253",0,0,0,0,1,0,0,0,0,2
"1254",4,4,2,3,5,3,2,4,3,6
"1255",2,1,0,2,1,0,0,1,2,2
"1256",1,0,1,1,1,1,0,1,3,2
"1257",0,0,0,0,0,0,1,0,1,1
"1258",1,0,1,0,0,0,0,0,1,0
"1259",0,0,0,0,0,0,0,0,0,0
"1260",0,0,0,0,0,0,1,0,1,1
"1261",0,0,0,0,1,0,0,0,0,1
"1262",0,2,0,0,1,0,1,1,2,2
"1263",0,0,0,0,0,0,0,0,0,0
"1264",2,0,2,1,0,0,1,0,2,0
"1265",0,0,0,0,0,0,0,1,0,1
"1266",0,0,0,1,0,1,0,0,1,0
"1267",0,0,0,1,1,1,1,0,1,2
"1268",0,1,0,0,1,1,0,1,0,1
"1269",1,1,0,0,1,0,1,1,0,3
"1270",0,1,0,0,0,0,0,0,0,0
"1271",0,0,0,0,1,0,0,1,0,1
"1272",0,1,0,1,0,1,1,0,1,0
"1273",0,1,0,2,5,2,1,3,2,5
"1274",0,1,0,0,1,0,1,2,0,2
"1275",0,3,0,0,4,0,0,1,1,9
"1276",0,1,1,0,2,0,1,2,1,3
"1277",1,0,1,0,0,0,0,0,1,0
"1278",0,1,0,0,1,0,0,0,0,1
"1279",1,0,1,1,1,1,0,0,1,2
"1280",0,1,0,0,2,0,1,3,0,4
"1281",1,1,0,0,2,0,1,0,3,3
"1282",0,0,0,0,0,0,0,0,0,0
"1283",0,0,0,0,1,0,0,0,0,1
"1284",0,0,0,0,0,0,0,0,0,0
"1285",1,0,0,0,1,1,0,1,2,2
"1286",1,2,2,3,2,3,1,0,4,5
"1287",0,1,0,0,1,2,0,0,2,1
"1288",1,0,1,1,0,1,0,0,1,1
"1289",0,0,0,0,0,0,0,1,0,2
"1290",1,0,1,1,0,1,0,0,1,0
"1291",0,0,0,0,0,0,0,0,0,0
"1292",0,1,0,0,0,0,0,0,0,0
"1293",0,0,1,0,0,0,0,1,1,1
"1294",4,0,2,4,0,2,0,1,5,1
"1295",0,0,1,1,1,0,0,0,0,2
"1296",0,0,0,0,0,0,0,0,0,0
"1297",0,1,0,0,0,0,0,0,0,0
"1298",0,1,0,1,1,0,0,1,0,1
"1299",1,3,0,0,2,0,1,2,0,2
"1300",0,0,0,0,0,0,0,0,1,0
"1301",0,0,0,0,1,0,0,0,0,1
"1302",1,1,0,1,3,1,0,1,1,3
"1303",1,0,1,0,1,0,0,0,1,1
"1304",1,0,1,1,0,0,0,0,1,0
"1305",0,0,0,0,1,0,0,1,1,1
"1306",0,1,0,0,0,1,0,0,1,1
"1307",0,0,1,0,1,0,0,2,2,3
"1308",1,1,1,0,2,0,1,1,1,3
"1309",0,2,0,0,2,0,0,2,0,2
"1310",1,1,1,2,3,1,0,1,2,6
"1311",0,0,0,0,1,0,0,0,0,1
"1312",0,0,0,0,1,0,0,0,0,1
"1313",1,1,1,0,1,0,1,1,1,1
"1314",0,2,0,0,2,0,0,2,0,3
"1315",0,0,0,0,0,0,0,0,0,0
"1316",1,0,1,1,0,1,0,0,1,0
"1317",1,1,1,1,0,1,0,0,2,0
"1318",1,0,0,1,2,2,0,2,3,4
"1319",0,0,0,0,0,0,0,0,0,2
"1320",1,0,1,0,0,0,0,1,2,1
"1321",0,0,0,0,3,0,0,2,0,3
"1322",0,1,1,0,2,0,1,1,0,3
"1323",0,1,0,0,1,0,1,0,0,1
"1324",0,1,0,0,0,0,0,0,1,0
"1325",1,0,1,1,0,1,0,1,1,1
"1326",1,0,1,1,0,1,0,1,1,1
"1327",1,2,1,4,0,2,3,2,3,2
"1328",0,1,0,0,1,0,0,0,0,1
"1329",0,0,0,0,1,1,0,0,0,3
"1330",0,0,0,0,1,0,0,0,0,1
"1331",0,0,1,0,0,0,0,1,1,1
"1332",0,0,0,0,0,0,0,0,0,0
"1333",0,0,0,0,1,0,0,0,0,1
"1334",0,1,0,0,1,1,1,0,1,1
"1335",0,0,0,0,0,0,0,0,0,0
"1336",1,0,0,1,0,0,1,0,2,0
"1337",1,0,0,0,1,0,0,0,1,1
"1338",0,0,0,0,0,0,0,0,0,0
"1339",0,1,0,0,0,0,0,0,0,0
"1340",0,1,0,0,0,0,0,0,0,2
"1341",0,2,0,0,2,0,2,2,0,3
"1342",1,0,0,1,1,0,0,1,1,2
"1343",2,1,0,1,1,2,0,1,2,1
"1344",0,0,0,0,0,0,0,0,0,0
"1345",0,0,0,0,2,0,1,0,0,5
"1346",1,0,0,0,1,0,0,0,1,1
"1347",0,0,0,0,0,0,0,0,0,1
"1348",0,0,0,0,0,0,0,0,0,0
"1349",2,1,1,1,2,1,0,1,2,2
"1350",0,0,0,0,0,1,0,0,2,0
"1351",0,1,0,0,1,0,1,1,0,1
"1352",0,0,0,0,0,0,0,1,0,0
"1353",0,1,0,2,2,0,0,1,0,4
"1354",1,0,1,1,0,1,1,0,2,0
"1355",0,0,0,1,0,1,0,0,1,0
"1356",3,2,2,1,2,3,0,2,5,2
"1357",2,0,2,2,0,2,0,1,3,2
"1358",2,0,2,2,0,1,0,0,2,1
"1359",0,1,0,0,0,0,0,0,0,0
"1360",0,1,0,0,1,1,0,1,0,1
"1361",0,1,0,1,1,0,0,0,2,1
"1362",0,0,0,0,0,0,0,1,0,1
"1363",0,1,0,0,2,0,0,1,0,4
"1364",0,1,0,1,0,1,0,0,1,0
"1365",0,0,0,0,1,0,0,0,0,2
"1366",0,1,0,0,1,1,0,1,0,2
"1367",0,0,0,1,0,1,0,0,1,1
"1368",0,1,0,0,1,1,1,1,1,2
"1369",0,2,0,0,2,1,1,2,0,3
"1370",1,2,0,0,3,0,1,3,0,3
"1371",0,0,1,0,1,0,0,0,2,1
"1372",0,0,0,0,0,0,0,0,0,0
"1373",0,1,0,0,0,0,0,1,0,1
"1374",0,0,0,0,0,0,0,0,0,0
"1375",0,0,0,0,1,0,0,0,0,2
"1376",1,1,1,0,2,0,1,2,0,2
"1377",0,0,0,0,0,0,0,0,1,1
"1378",1,2,1,2,2,1,0,2,2,4
"1379",1,4,1,1,0,1,2,0,2,2
"1380",0,2,0,0,2,0,0,2,0,2
"1381",0,0,0,0,0,0,0,0,0,0
"1382",4,2,3,2,3,2,0,2,4,3
"1383",0,0,0,0,0,0,0,1,0,1
"1384",0,0,0,0,0,0,0,0,0,0
"1385",0,0,0,0,1,0,0,0,0,1
"1386",2,0,2,3,1,1,0,1,4,1
"1387",0,1,0,0,2,0,1,2,0,2
"1388",5,2,2,6,2,2,2,0,6,2
"1389",0,0,0,0,2,0,0,0,0,3
"1390",0,2,0,1,4,2,2,1,3,4
"1391",0,0,0,0,0,0,0,0,0,0
"1392",0,0,1,0,0,1,0,0,1,0
"1393",0,1,0,0,1,0,0,1,0,2
"1394",0,0,0,0,1,0,0,1,0,1
"1395",3,1,2,3,1,2,1,0,3,1
"1396",2,1,1,1,1,0,1,0,2,2
"1397",0,1,0,1,1,1,0,1,1,1
"1398",0,0,0,0,0,0,0,0,0,0
"1399",0,1,1,0,2,0,1,0,1,2
"1400",1,0,1,1,0,1,0,0,1,0
"1401",0,0,0,0,1,0,0,1,0,1
"1402",1,2,1,1,1,1,2,2,2,3
"1403",0,1,0,0,1,0,0,0,1,1
"1404",0,0,0,0,2,1,0,1,1,3
"1405",0,1,0,0,0,0,0,0,0,2
"1406",0,0,0,0,0,0,0,0,0,1
"1407",0,0,0,0,1,0,0,0,0,2
"1408",0,0,0,0,0,0,0,0,0,1
"1409",0,3,0,0,1,0,0,2,0,4
"1410",0,0,0,0,0,0,0,0,0,0
"1411",0,2,2,0,2,0,0,3,2,3
"1412",0,0,0,0,1,0,0,1,0,1
"1413",0,1,0,0,1,0,0,0,0,1
"1414",0,0,0,0,0,0,0,0,0,0
"1415",0,1,0,0,1,0,1,1,0,1
"1416",0,1,0,0,1,0,0,1,0,2
"1417",0,2,0,1,2,1,0,1,0,2
"1418",0,0,0,0,0,0,0,0,0,0
"1419",0,0,0,0,0,0,0,0,0,0
"1420",0,1,0,0,1,0,0,1,0,1
"1421",2,1,1,2,1,2,1,1,2,1
"1422",0,0,0,0,0,1,0,0,1,0
"1423",1,2,1,1,1,1,1,1,2,3
"1424",0,0,1,1,0,0,0,0,1,0
"1425",0,1,0,1,2,1,0,2,1,3
"1426",0,0,0,0,0,0,0,0,0,1
"1427",0,2,0,0,2,0,0,2,0,2
"1428",0,0,0,0,0,0,0,0,0,0
"1429",0,0,0,0,0,0,0,0,0,1
"1430",0,0,0,1,1,1,1,1,2,1
"1431",1,1,1,1,0,1,0,0,1,0
"1432",1,2,1,1,1,1,1,0,2,4
"1433",2,1,2,2,1,2,1,1,3,2
"1434",0,2,0,0,0,0,0,0,0,0
"1435",1,1,0,1,2,1,0,2,2,5
"1436",0,0,0,0,1,0,0,0,0,1
"1437",1,1,0,0,1,1,1,1,1,1
"1438",0,1,0,0,2,0,0,1,0,2
"1439",0,0,0,0,0,0,0,1,0,1
"1440",1,0,1,0,0,0,0,2,1,1
"1441",0,1,1,0,2,0,0,0,2,3
"1442",0,0,0,0,0,0,0,0,0,0
"1443",0,1,0,0,1,0,0,1,0,1
"1444",0,0,0,0,1,0,1,0,0,1
"1445",0,0,0,0,0,0,0,0,0,0
"1446",0,0,0,0,0,0,0,0,0,0
"1447",0,0,0,1,1,0,0,0,0,1
"1448",1,0,1,1,0,1,0,0,1,0
"1449",5,2,0,3,3,4,1,2,5,5
"1450",0,0,0,0,1,0,0,0,0,1
"1451",0,0,0,0,0,0,0,1,1,1
"1452",0,0,0,0,1,0,0,0,0,1
"1453",1,2,0,0,2,0,1,0,1,3
"1454",1,1,0,0,2,1,1,2,1,4
"1455",0,0,0,0,1,0,0,2,0,4
"1456",0,0,0,0,0,0,0,0,0,0
"1457",0,0,0,0,0,0,0,0,0,0
"1458",0,0,0,0,1,0,0,1,0,1
"1459",0,2,0,0,3,0,1,3,0,6
"1460",0,0,0,0,0,0,0,1,0,1
"1461",0,0,0,0,0,0,0,0,0,0
"1462",0,0,0,0,0,0,0,1,0,1
"1463",0,0,0,0,1,0,0,0,0,6
"1464",1,0,1,1,0,1,0,0,1,0
"1465",1,0,1,1,0,1,0,0,1,0
"1466",0,0,0,0,0,0,0,0,0,0
"1467",0,0,0,0,0,0,0,1,1,1
"1468",0,0,0,0,0,0,0,0,1,0
"1469",1,1,0,0,0,0,1,2,1,1
"1470",0,0,0,0,0,0,0,0,0,0
"1471",0,0,0,1,2,2,0,2,3,2
"1472",0,0,0,0,1,0,0,1,3,1
"1473",0,1,0,0,2,0,1,1,0,2
"1474",1,1,1,3,2,1,1,4,3,4
"1475",1,1,1,0,1,0,1,1,0,1
"1476",0,0,0,0,0,1,0,0,1,0
"1477",0,0,1,1,1,0,0,0,1,1
"1478",0,1,2,1,1,1,1,2,2,1
"1479",0,0,0,0,0,0,0,0,0,0
"1480",0,0,0,0,0,0,0,0,0,0
"1481",1,0,1,1,0,1,1,0,1,1
"1482",0,2,1,0,2,0,1,2,0,3
"1483",0,1,0,0,2,0,0,2,0,3
"1484",0,1,1,0,1,0,1,1,1,1
"1485",0,0,0,0,0,0,0,0,0,0
"1486",0,0,0,0,0,0,0,0,0,1
"1487",0,1,0,1,0,1,0,0,1,0
"1488",0,0,0,0,0,0,0,0,0,0
"1489",0,0,0,1,0,0,0,0,1,1
"1490",1,2,1,2,1,1,1,1,2,3
"1491",0,0,1,0,0,1,0,0,1,0
"1492",0,0,0,0,0,0,0,0,0,0
"1493",0,1,0,0,1,0,0,2,0,3
"1494",0,0,0,0,0,0,0,0,0,2
"1495",2,1,1,2,0,1,0,3,1,2
"1496",0,0,0,0,0,0,0,0,0,0
"1497",2,2,2,3,1,2,1,0,3,2
"1498",0,0,0,0,1,0,0,0,0,1
"1499",0,0,0,0,0,0,0,0,0,0
"1500",0,1,0,0,2,0,2,1,1,2
"1501",1,0,1,1,1,0,1,1,1,1
"1502",1,0,0,1,0,1,0,0,1,0
"1503",0,1,1,1,0,0,0,1,1,1
"1504",0,1,0,0,1,0,0,0,0,1
"1505",0,0,0,0,2,0,1,1,0,2
"1506",0,1,0,0,1,0,0,1,0,1
"1507",0,0,0,0,1,0,0,0,0,1
"1508",0,0,0,0,1,0,0,0,0,2
"1509",2,0,2,1,0,1,0,0,2,0
"1510",0,1,0,0,1,0,1,0,0,1
"1511",0,0,0,0,0,0,0,0,1,0
"1512",0,0,0,0,0,0,0,0,0,0
"1513",0,1,0,0,1,0,1,0,1,1
"1514",0,1,0,0,0,0,0,1,0,1
"1515",0,0,0,0,0,0,0,0,0,0
"1516",1,0,1,2,0,1,1,0,1,0
"1517",0,0,0,0,1,0,0,0,0,1
"1518",1,2,0,1,0,0,1,1,1,4
"1519",0,0,0,0,0,0,0,0,0,1
"1520",0,0,0,0,0,1,0,0,1,0
"1521",0,0,0,0,0,0,0,0,0,0
"1522",1,0,0,1,0,1,0,0,1,0
"1523",1,0,1,1,0,1,0,0,1,0
"1524",1,0,1,1,0,1,0,0,1,0
"1525",0,2,0,1,2,0,0,1,1,2
"1526",2,1,1,0,1,0,1,1,2,1
"1527",0,1,0,0,1,0,0,0,1,1
"1528",0,1,0,0,2,0,1,1,0,2
"1529",1,0,1,2,1,1,1,0,2,1
"1530",1,1,0,0,2,0,1,1,0,2
"1531",0,2,0,0,1,0,1,1,0,1
"1532",1,0,1,1,1,1,0,0,1,2
"1533",0,0,0,0,0,0,0,1,0,0
"1534",0,0,0,0,1,0,0,0,2,1
"1535",0,1,0,0,2,0,1,3,0,3
"1536",0,0,0,0,1,0,0,0,0,1
"1537",0,0,0,0,1,0,0,0,0,1
"1538",1,0,0,0,0,0,0,0,1,0
"1539",0,0,0,0,0,0,1,0,0,0
"1540",1,0,0,0,1,0,0,0,1,1
"1541",0,0,1,0,0,0,0,0,1,0
"1542",0,1,0,1,1,1,1,0,0,3
"1543",0,0,0,0,1,0,0,1,0,1
"1544",1,1,0,1,0,1,0,0,2,1
"1545",0,0,0,0,0,0,0,1,0,1
"1546",0,1,0,0,2,0,1,1,0,3
"1547",0,0,0,0,1,0,0,2,0,1
"1548",0,0,0,0,0,0,0,0,0,1
"1549",0,0,0,1,0,0,0,0,1,4
"1550",1,0,1,1,0,1,0,0,1,0
"1551",0,3,0,0,3,0,2,2,0,3
"1552",0,0,0,1,0,1,0,2,1,2
"1553",0,0,0,0,0,0,0,0,0,0
"1554",0,1,0,0,0,0,0,0,0,0
"1555",0,2,1,0,2,0,2,2,0,2
"1556",3,0,3,3,0,2,0,0,3,0
"1557",0,1,0,0,1,0,0,2,0,3
"1558",0,1,0,0,0,0,0,1,1,0
"1559",0,0,0,0,1,0,0,0,0,2
"1560",1,0,2,1,0,2,0,0,2,1
"1561",0,0,0,1,0,0,0,0,0,1
"1562",0,1,0,0,2,0,0,1,0,3
"1563",0,1,1,0,1,1,1,1,0,1
"1564",0,0,0,0,0,0,0,0,0,0
"1565",0,0,0,0,0,0,0,0,0,0
"1566",1,1,1,1,0,1,0,0,1,0
"1567",0,0,0,0,0,0,0,0,1,0
"1568",0,0,0,0,0,0,0,0,0,0
"1569",0,0,0,0,0,0,0,0,0,0
"1570",0,0,0,0,0,0,0,0,0,0
"1571",0,2,0,0,2,0,0,0,1,2
"1572",0,0,0,0,0,0,0,0,0,0
"1573",0,2,0,0,1,0,1,1,0,1
"1574",0,1,0,1,2,0,0,2,0,3
"1575",0,0,0,0,0,0,0,0,0,0
"1576",0,0,0,0,0,0,0,0,0,0
"1577",0,1,0,0,2,1,0,1,2,3
"1578",0,0,0,0,0,0,0,0,0,1
"1579",0,0,0,0,0,0,0,0,0,0
"1580",0,0,0,0,0,0,0,0,0,0
"1581",0,0,0,0,0,0,0,0,0,0
"1582",0,0,0,0,0,0,1,0,0,0
"1583",0,0,0,0,0,0,1,0,0,0
"1584",0,1,0,0,1,0,0,1,0,1
"1585",0,0,0,0,0,0,0,0,0,0
"1586",0,1,0,0,1,0,1,1,0,1
"1587",1,0,0,1,0,1,0,0,1,0
"1588",0,0,0,0,0,0,0,1,0,0
"1589",0,0,0,0,0,0,0,0,0,0
"1590",0,1,0,0,0,0,1,0,0,1
"1591",0,1,0,0,1,0,0,0,0,1
"1592",0,0,0,0,0,0,0,0,1,0
"1593",0,0,0,0,0,1,0,0,1,2
"1594",1,0,0,1,0,1,1,0,1,0
"1595",0,1,0,0,1,1,1,0,0,3
"1596",0,1,0,0,0,0,0,0,0,0
"1597",1,0,1,1,0,1,0,0,1,0
"1598",0,0,0,0,0,0,0,0,0,1
"1599",0,0,0,0,0,0,0,0,0,1
"1600",0,0,0,0,0,0,0,0,0,0
"1601",0,0,0,1,0,0,0,0,0,0
"1602",0,1,0,0,1,0,1,1,0,1
"1603",0,0,0,0,0,0,0,0,0,1
"1604",0,1,0,0,1,0,0,1,0,1
"1605",0,0,0,0,0,0,0,0,0,0
"1606",0,0,0,0,0,0,0,0,0,0
"1607",0,0,0,0,0,0,1,0,1,0
"1608",0,1,0,0,1,0,1,1,0,1
"1609",0,0,0,0,0,0,0,0,1,0
"1610",1,0,0,2,0,0,0,0,2,0
"1611",1,2,1,1,1,1,2,3,1,5
"1612",0,1,0,0,1,0,0,2,0,2
"1613",2,2,0,1,2,2,1,3,2,3
"1614",0,0,0,0,0,0,0,0,0,1
"1615",0,1,0,0,0,0,0,2,0,2
"1616",0,1,0,0,1,0,1,1,0,1
"1617",0,2,0,0,2,0,2,2,0,3
"1618",0,0,0,2,0,0,0,0,1,1
"1619",0,0,0,0,0,0,0,0,0,0
"1620",0,1,0,0,1,0,0,1,0,1
"1621",0,0,0,0,0,0,0,0,0,0
"1622",0,0,0,0,0,0,0,0,0,0
"1623",0,0,0,0,1,0,0,0,0,1
"1624",0,0,0,0,0,0,0,0,0,1
"1625",1,0,1,0,1,0,0,1,2,1
"1626",0,0,0,0,0,0,0,0,0,0
"1627",0,0,0,0,0,0,0,0,0,1
"1628",0,0,0,0,0,0,0,0,0,0
"1629",0,1,1,1,0,1,0,0,1,1
"1630",0,0,1,1,0,0,0,2,1,1
"1631",0,0,0,0,0,0,1,0,0,1
"1632",0,1,0,0,0,1,0,0,2,3
"1633",1,0,0,0,0,0,0,0,0,0
"1634",0,0,0,0,0,0,0,0,0,0
"1635",0,1,0,0,0,0,0,0,0,0
"1636",0,1,0,0,2,0,0,2,0,2
"1637",4,5,2,2,3,0,3,3,3,4
"1638",0,0,0,0,0,0,0,0,0,0
"1639",0,0,0,0,0,0,0,0,0,0
"1640",0,0,0,0,0,0,0,0,0,0
"1641",0,1,0,0,0,0,0,0,2,0
"1642",0,0,0,0,0,0,0,0,0,0
"1643",0,0,0,0,0,0,0,0,0,0
"1644",1,0,0,1,0,1,0,0,1,0
"1645",0,0,0,0,0,0,0,0,0,0
"1646",0,0,1,0,0,0,0,0,1,0
"1647",0,0,0,0,2,0,0,1,0,3
"1648",0,0,0,0,0,0,0,0,0,0
"1649",0,0,0,0,0,0,0,1,0,1
"1650",0,0,0,0,0,0,0,0,0,0
"1651",0,1,0,0,0,0,0,0,0,1
"1652",0,0,0,0,0,0,0,0,0,0
"1653",6,0,3,3,1,3,0,0,5,1
"1654",0,1,0,0,1,0,0,1,0,1
"1655",0,1,0,0,0,0,0,0,0,1
"1656",2,1,1,1,1,0,1,1,2,2
"1657",0,0,0,0,0,0,0,0,0,0
"1658",1,0,1,1,0,0,0,0,1,0
"1659",0,0,0,0,0,0,0,0,0,0
"1660",0,0,0,0,0,1,0,0,1,0
"1661",0,1,0,2,1,2,2,3,2,1
"1662",0,2,0,0,2,0,0,1,0,3
"1663",2,2,2,1,0,3,0,1,4,5
"1664",2,0,1,1,0,0,0,0,2,1
"1665",0,0,0,0,0,0,0,0,0,0
"1666",0,0,1,0,0,0,0,0,1,0
"1667",0,0,0,0,0,0,0,0,0,1
"1668",0,1,0,1,0,0,0,1,1,2
"1669",1,0,0,0,0,0,0,0,1,0
"1670",0,1,0,0,1,0,0,1,0,1
"1671",2,1,1,0,0,0,0,0,2,0
"1672",0,0,0,0,0,0,0,0,0,1
"1673",1,1,1,1,0,1,1,0,1,0
"1674",0,0,0,0,0,0,0,0,0,1
"1675",0,0,0,0,0,0,0,0,0,0
"1676",0,0,0,0,1,1,0,0,2,4
"1677",0,0,0,0,0,1,0,0,1,0
"1678",0,0,0,1,0,0,0,0,0,0
"1679",1,3,0,3,3,1,2,3,2,4
"1680",1,0,1,0,0,0,0,0,1,0
"1681",0,0,0,0,0,0,0,2,0,1
"1682",1,1,1,2,1,1,0,1,1,1
"1683",1,2,1,0,3,1,1,2,1,3
"1684",0,0,0,0,0,0,0,0,0,0
"1685",0,0,0,0,0,0,0,0,0,1
"1686",1,5,0,0,6,0,3,5,0,9
"1687",1,1,1,2,1,1,0,2,2,1
"1688",0,2,0,0,2,0,1,1,0,2
"1689",0,1,0,0,0,0,0,0,0,0
"1690",0,0,0,0,0,0,0,1,0,1
"1691",0,0,0,0,0,0,0,1,0,1
"1692",0,2,0,0,2,1,1,1,1,2
"1693",0,0,0,0,0,0,0,0,1,0
"1694",0,0,0,0,0,0,0,0,0,0
"1695",0,0,0,0,0,0,0,0,1,0
"1696",0,0,0,0,0,0,0,0,0,0
"1697",0,0,0,0,0,0,0,0,0,0
"1698",0,0,0,1,1,0,0,1,1,1
"1699",0,2,1,3,0,1,0,0,3,1
"1700",1,3,1,1,2,0,0,4,0,4
"1701",0,1,0,0,1,0,1,1,0,1
"1702",0,1,3,1,1,0,0,1,4,1
"1703",0,0,0,0,0,0,0,0,0,2
"1704",0,0,0,0,0,0,0,0,0,0
"1705",0,1,0,1,1,0,2,1,0,1
"1706",0,1,0,0,1,0,1,0,0,1
"1707",1,1,2,1,1,1,1,2,3,2
"1708",0,2,0,0,2,1,1,4,2,4
"1709",0,0,0,0,0,0,0,1,0,1
"1710",0,0,0,0,0,0,0,0,1,0
"1711",0,3,1,0,4,0,2,4,0,4
"1712",0,0,0,0,0,0,0,0,0,0
"1713",0,0,0,0,1,0,0,1,0,2
"1714",1,1,4,1,1,3,0,1,4,1
"1715",0,0,0,0,0,0,0,0,0,0
"1716",0,0,0,0,1,0,0,0,0,2
"1717",0,1,0,0,1,0,0,1,0,1
"1718",0,0,0,0,0,0,0,0,0,0
"1719",0,1,0,0,0,0,0,1,0,2
"1720",0,0,0,0,0,0,0,0,0,0
"1721",1,0,0,1,0,2,0,1,2,2
"1722",1,1,1,2,0,0,0,1,0,2
"1723",0,1,0,0,0,0,0,0,0,0
"1724",0,1,0,0,1,0,1,1,0,1
"1725",2,0,2,1,0,1,1,0,4,2
"1726",1,0,1,0,1,2,0,1,3,2
"1727",0,0,0,0,0,0,0,0,0,0
"1728",0,0,1,0,0,0,0,0,1,0
"1729",0,0,0,0,0,0,1,0,0,0
"1730",0,0,0,0,1,0,1,0,0,2
"1731",0,1,0,0,0,1,0,0,3,2
"1732",0,0,0,0,1,1,0,2,1,2
"1733",0,0,0,0,1,0,0,1,0,1
"1734",0,1,0,0,1,0,1,1,0,1
"1735",0,0,0,0,1,0,0,1,0,1
"1736",0,0,0,0,0,0,0,0,0,4
"1737",0,1,0,0,1,0,1,1,0,1
"1738",1,0,0,1,1,0,1,0,1,1
"1739",1,0,0,0,1,2,1,2,1,5
"1740",0,0,1,0,1,1,0,0,2,2
"1741",2,1,0,1,1,1,1,1,1,1
"1742",0,1,0,2,1,1,1,1,2,1
"1743",0,0,0,0,0,0,0,0,0,0
"1744",0,0,0,0,0,0,0,0,0,0
"1745",0,0,0,0,0,0,0,0,0,1
"1746",0,0,0,0,1,0,0,2,0,2
"1747",0,0,0,0,0,0,0,0,0,0
"1748",0,0,0,0,0,1,0,0,1,0
"1749",0,0,0,0,0,0,0,0,0,0
"1750",0,0,0,1,0,0,0,0,0,0
"1751",1,0,0,0,0,0,0,1,1,0
"1752",0,1,0,0,1,0,0,1,0,1
"1753",0,0,1,0,0,1,0,0,1,1
"1754",0,1,0,0,1,0,0,1,0,2
"1755",0,0,0,0,0,0,0,0,0,0
"1756",0,0,1,0,2,0,0,0,1,2
"1757",0,0,0,0,0,0,0,0,0,0
"1758",1,1,2,3,0,2,0,0,3,3
"1759",0,3,1,1,2,0,0,2,3,3
"1760",1,0,0,0,1,0,1,0,0,1
"1761",0,2,0,0,2,1,1,1,1,2
"1762",0,1,0,0,1,0,1,0,0,2
"1763",0,1,0,0,0,1,0,0,0,1
"1764",0,0,0,0,0,0,0,1,0,2
"1765",0,3,0,0,2,0,0,0,0,3
"1766",0,0,0,0,1,0,0,2,0,2
"1767",0,0,0,0,0,0,0,1,0,2
"1768",0,0,0,0,0,0,0,1,0,1
"1769",0,0,0,0,0,0,1,0,0,0
"1770",1,0,1,1,0,1,0,0,1,0
"1771",1,0,2,2,1,2,0,2,4,2
"1772",0,1,0,0,1,0,0,3,0,2
"1773",0,0,0,0,0,0,0,0,0,1
"1774",1,2,1,1,2,0,1,1,1,2
"1775",1,2,2,3,1,2,1,3,2,3
"1776",1,1,1,1,1,0,0,1,1,1
"1777",2,0,2,0,1,2,0,0,3,3
"1778",0,1,0,0,1,0,0,1,0,1
"1779",3,0,4,1,0,2,0,0,7,1
