"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"601",1,1,0,1,0,0,0,0,0,0
"602",0,0,0,0,0,0,0,0,0,0
"603",0,2,0,0,2,0,0,2,2,3
"604",0,0,0,0,0,0,0,0,0,0
"605",0,0,0,0,1,0,0,0,0,2
"606",0,0,0,0,0,0,0,0,1,0
"607",0,0,0,0,0,1,0,0,0,0
"608",0,1,0,0,2,0,1,2,0,2
"609",0,0,0,1,0,1,0,0,1,0
"610",0,0,0,0,0,0,0,0,0,0
"611",0,1,0,0,0,0,0,0,0,0
"612",0,0,0,0,0,0,0,0,0,0
"613",0,0,0,0,0,0,0,1,0,0
"614",0,0,0,1,1,0,0,1,0,1
"615",0,0,0,1,0,0,0,1,0,2
"616",0,0,0,0,0,0,0,0,0,0
"617",1,0,1,1,0,1,0,0,1,2
"618",0,0,0,0,2,0,0,1,0,2
"619",0,0,0,0,0,0,0,1,0,1
"620",0,0,0,0,0,0,1,0,0,0
"621",0,0,0,0,0,1,0,0,0,1
"622",0,0,0,0,2,0,0,0,0,2
"623",0,0,0,0,1,0,0,1,0,3
"624",2,2,0,0,3,0,1,2,1,4
"625",0,0,0,0,1,0,1,0,0,1
"626",0,1,0,0,3,0,0,2,0,5
"627",0,2,0,0,3,0,1,2,0,3
"628",1,0,1,0,1,0,0,0,2,3
"629",0,1,0,0,0,0,0,0,0,1
"630",0,1,0,0,3,0,1,1,0,3
"631",1,1,0,2,3,0,2,2,3,4
"632",0,2,1,0,2,1,2,1,1,2
"633",0,2,0,0,2,0,2,1,1,2
"634",0,1,0,0,2,0,1,0,0,3
"635",1,3,0,1,2,2,2,0,1,3
"636",0,1,0,0,2,0,1,0,0,2
"637",0,1,0,0,3,0,1,2,0,5
"638",0,1,0,0,3,0,0,0,0,3
"639",0,1,0,0,2,0,1,1,0,3
"640",0,0,0,0,0,0,0,0,0,0
"641",0,1,0,0,3,0,1,1,1,4
"642",0,0,0,0,0,0,0,0,0,0
"643",1,1,1,0,2,0,1,2,3,6
"644",0,0,0,0,0,0,1,0,1,0
"645",0,0,0,0,0,0,0,0,1,1
"646",0,1,0,0,2,0,1,0,0,3
"647",0,1,0,0,3,0,0,2,0,3
"648",0,1,0,0,1,0,0,0,0,1
"649",0,0,0,0,0,0,1,1,0,1
"650",0,1,0,0,3,0,1,0,0,3
"651",0,3,0,0,2,0,1,0,1,3
"652",0,0,0,0,1,0,0,1,0,1
"653",1,0,0,0,3,1,0,0,1,4
"654",0,0,0,0,1,0,0,2,0,1
"655",0,1,0,0,1,0,0,0,0,2
"656",0,2,0,2,5,1,1,4,1,7
"657",0,0,0,0,0,0,0,1,2,1
"658",0,0,0,0,1,0,0,0,0,3
"659",0,1,0,1,2,1,0,1,2,2
"660",0,1,0,1,2,1,0,1,2,2
"661",0,0,0,0,0,0,0,0,2,0
"662",0,0,0,1,1,1,0,0,2,1
"663",0,1,0,0,4,1,0,0,0,4
"664",1,3,0,0,4,0,1,2,1,4
"665",0,1,0,0,2,0,1,1,0,3
"666",0,0,0,0,1,0,0,0,0,1
"667",1,2,0,0,2,1,0,1,1,4
"668",0,1,0,0,1,0,1,0,0,1
"669",0,0,0,0,1,0,0,0,0,1
"670",0,0,0,0,0,0,0,0,0,1
"671",2,0,0,0,0,2,0,0,3,0
"672",1,0,0,0,1,0,0,0,1,1
"673",0,0,0,0,2,0,0,0,0,3
"674",0,0,0,0,0,0,0,0,0,0
"675",0,2,0,0,4,0,0,2,0,6
"676",0,0,0,0,2,1,0,1,0,3
"677",0,0,0,0,1,0,0,0,1,1
"678",0,1,0,2,2,0,0,2,1,4
"679",0,2,1,0,3,0,1,2,1,3
"680",0,0,0,0,0,0,0,0,0,0
"681",0,0,0,0,2,0,0,1,0,4
"682",0,1,0,0,3,0,0,2,0,3
"683",0,0,0,0,1,0,0,0,1,1
"684",0,0,0,0,0,0,0,0,0,0
"685",1,1,0,0,0,0,0,3,1,1
"686",0,0,0,0,1,0,0,1,0,2
"687",0,0,0,0,0,0,0,0,2,0
"688",2,0,1,2,0,1,1,0,2,0
"689",1,1,1,1,1,1,0,0,2,1
"690",0,0,0,0,2,1,0,0,0,2
"691",0,0,0,0,1,0,0,0,0,1
"692",0,1,0,0,1,1,1,1,0,1
"693",1,0,0,0,3,1,2,1,1,4
"694",1,1,0,0,3,1,1,1,2,4
"695",0,1,0,0,3,0,1,2,0,5
"696",0,0,0,0,1,0,0,0,0,1
"697",0,0,0,0,1,0,0,0,0,1
"698",0,0,0,0,0,0,0,0,0,0
"699",0,0,0,0,1,0,0,0,0,1
"700",0,0,0,0,2,0,0,0,2,3
"701",0,1,0,0,2,0,1,0,0,2
"702",0,0,0,1,1,1,0,0,2,1
"703",0,0,0,0,3,0,0,0,0,3
"704",0,2,0,0,3,0,1,1,2,4
"705",0,0,1,0,1,0,0,0,1,1
"706",0,1,0,0,2,1,1,0,0,2
"707",0,3,0,0,4,0,0,2,1,5
"708",1,2,1,0,1,2,1,2,2,5
"709",0,4,0,0,7,0,2,3,2,7
"710",0,2,0,0,4,0,1,0,2,4
"711",0,1,1,0,2,0,1,1,1,3
"712",0,1,1,0,4,0,0,1,1,3
"713",0,1,0,0,2,0,1,1,0,3
"714",0,1,0,0,2,0,0,2,1,3
"715",0,0,0,0,1,0,0,0,0,3
"716",0,0,0,0,2,0,0,0,0,2
"717",0,2,0,0,3,0,0,1,0,4
"718",0,0,0,0,0,0,0,0,0,0
"719",0,1,0,0,2,0,1,1,0,3
"720",0,0,0,0,1,0,0,1,2,1
"721",0,0,0,0,1,0,0,0,0,2
"722",0,1,0,0,2,0,1,0,0,2
"723",0,0,0,0,3,1,0,0,2,5
"724",0,2,0,0,2,0,1,0,0,2
"725",0,0,0,0,1,0,0,0,0,4
"726",0,0,0,0,0,0,0,1,0,2
"727",0,1,0,0,4,0,1,1,0,4
"728",0,0,0,0,1,0,0,0,0,2
"729",1,0,0,1,0,0,0,0,2,2
"730",0,0,1,0,0,0,0,0,2,0
"731",0,0,0,0,1,0,0,0,0,1
"732",0,1,0,0,1,0,1,1,0,1
"733",0,1,1,2,0,1,1,0,2,1
"734",0,0,0,0,2,0,0,1,0,2
"735",0,0,0,0,0,0,0,0,0,0
"736",0,1,0,0,2,0,0,1,0,4
"737",0,0,0,0,2,0,0,1,1,3
"738",1,0,0,1,1,1,0,0,2,2
"739",0,1,0,0,2,1,0,0,1,3
"740",0,1,0,0,2,0,0,2,0,3
"741",0,0,0,0,0,0,0,0,1,0
"742",2,1,1,2,0,1,1,0,2,1
"743",0,1,0,0,3,0,1,2,0,5
"744",0,0,0,0,1,0,0,0,0,2
"745",0,1,0,0,3,0,1,2,0,5
"746",0,2,0,0,3,0,0,0,0,5
"747",0,3,0,0,1,0,0,0,2,3
"748",0,1,0,0,2,0,1,1,0,2
"749",0,1,0,0,2,0,0,1,1,3
"750",0,0,0,1,1,0,0,0,1,1
"751",0,1,0,0,3,0,1,2,0,5
"752",0,3,1,2,3,1,2,2,1,3
"753",0,0,0,0,1,0,0,0,0,1
"754",1,0,0,1,0,1,0,0,1,0
"755",0,5,0,0,5,0,2,4,1,6
"756",0,1,0,0,2,0,1,0,0,2
"757",0,1,0,0,2,0,0,1,0,3
"758",0,1,0,0,2,0,1,0,0,2
"759",0,2,0,0,2,0,1,1,0,4
"760",0,1,0,0,2,0,1,0,0,2
"761",0,1,0,0,2,2,1,1,1,2
"762",0,0,0,0,0,0,0,0,0,1
"763",0,1,0,0,3,0,1,0,0,3
"764",0,1,0,0,3,0,1,1,0,4
"765",0,1,0,0,0,1,0,0,1,2
"766",0,1,0,0,2,0,1,0,0,2
"767",1,0,1,1,1,2,0,0,4,2
"768",0,1,0,0,2,0,1,0,0,2
"769",0,1,0,0,2,0,1,1,0,4
"770",0,0,0,0,1,0,0,0,0,1
"771",0,0,0,0,1,0,0,1,0,3
"772",0,0,0,0,0,0,0,1,1,0
"773",0,1,0,0,3,0,1,1,0,3
"774",0,1,0,0,4,0,1,1,0,5
"775",0,3,0,0,6,0,2,1,0,9
"776",0,1,0,0,3,0,1,1,0,3
"777",0,1,0,0,1,0,0,0,0,1
"778",0,1,0,0,2,0,1,0,0,2
"779",0,1,0,0,1,1,0,0,1,1
"780",1,0,0,0,2,1,0,0,3,3
"781",1,0,1,1,0,1,0,0,1,0
"782",0,1,0,0,2,0,1,0,0,2
"783",0,2,0,0,2,0,0,1,0,7
"784",0,0,0,0,1,0,0,0,0,1
"785",0,1,0,0,3,0,1,4,0,6
"786",0,1,0,0,2,0,0,1,0,3
"787",0,1,0,0,2,0,0,2,0,4
"788",1,0,1,1,1,1,0,0,2,1
"789",0,1,0,0,5,0,1,1,0,5
"790",0,1,0,0,3,0,1,1,1,3
"791",0,0,1,1,4,0,0,3,1,4
"792",0,1,0,0,2,0,1,0,0,2
"793",0,1,0,0,2,0,1,0,0,2
"794",0,0,1,0,1,1,0,0,2,1
"795",0,0,0,0,0,2,0,0,1,0
"796",0,0,0,0,1,0,0,0,1,1
"797",0,0,0,0,0,0,0,0,0,1
"798",0,0,0,0,0,0,0,0,0,0
"799",1,1,2,1,2,0,2,2,3,3
"800",0,1,0,0,2,0,0,1,0,3
"801",2,1,0,0,1,1,0,0,2,1
"802",0,1,0,0,3,0,1,5,1,5
"803",0,1,0,0,2,0,1,0,1,3
"804",0,1,0,0,3,0,1,2,0,5
"805",0,1,0,0,1,0,0,2,0,3
"806",1,0,1,2,2,1,2,0,3,2
"807",0,1,0,0,2,0,1,1,0,2
"808",0,0,0,0,0,0,0,0,0,0
"809",0,1,0,0,2,0,1,0,0,2
"810",0,0,0,0,1,0,0,0,0,1
"811",0,0,0,0,0,0,0,0,0,0
"812",0,0,0,0,2,0,1,0,0,2
"813",0,1,0,0,2,0,1,0,0,2
"814",0,0,0,0,0,0,0,0,1,0
"815",1,0,1,1,1,2,0,0,3,2
"816",0,0,0,0,2,0,1,0,1,2
"817",0,0,0,0,1,0,0,0,0,1
"818",0,0,1,0,0,0,0,0,1,0
"819",0,1,0,0,2,0,2,1,1,3
"820",0,2,0,0,4,0,1,1,0,4
"821",0,0,0,0,2,0,0,0,2,2
"822",0,0,0,0,0,0,0,0,0,0
"823",0,0,0,0,1,0,0,0,0,1
"824",0,0,0,1,1,0,0,0,2,2
"825",1,0,0,0,1,0,0,0,2,1
"826",0,0,0,0,1,0,0,0,0,2
"827",0,0,0,0,1,0,0,0,0,1
"828",0,0,0,0,1,0,0,0,1,1
"829",0,1,0,0,1,0,0,2,1,1
"830",0,1,0,0,1,0,0,2,1,1
"831",1,0,1,0,2,2,0,0,2,2
"832",0,0,0,0,1,0,0,1,1,2
"833",0,0,0,0,1,0,0,1,1,2
"834",0,2,1,1,5,0,0,2,1,5
"835",0,0,0,0,1,0,0,0,1,1
"836",0,0,0,1,1,1,0,0,1,1
"837",0,0,0,0,1,0,0,0,1,1
"838",0,0,0,0,0,0,0,0,1,0
"839",0,0,0,0,0,0,0,0,1,0
"840",1,0,0,0,1,0,0,0,1,1
"841",0,1,0,0,1,2,2,1,2,2
"842",0,0,0,0,0,0,0,0,0,0
"843",1,1,1,1,0,1,0,0,1,1
"844",0,0,0,0,0,0,0,0,0,0
"845",1,2,1,1,0,1,0,0,1,4
"846",0,0,0,0,0,0,0,0,0,0
"847",0,1,0,0,1,0,0,1,0,2
"848",0,0,0,0,0,0,0,0,1,1
"849",0,0,0,0,0,0,0,0,0,2
"850",2,1,1,2,0,1,0,0,2,4
"851",0,1,0,0,1,0,1,2,1,3
"852",1,0,0,1,0,0,0,0,3,0
"853",0,1,0,0,1,0,1,1,0,1
"854",1,0,0,1,0,0,0,0,1,0
"855",0,0,0,0,0,0,0,0,0,0
"856",0,0,0,0,0,0,0,0,0,0
"857",1,0,1,0,1,0,0,2,1,2
"858",0,0,1,0,0,0,0,2,2,1
"859",0,1,0,0,1,0,0,1,0,1
"860",1,0,0,0,0,0,0,0,1,0
"861",0,0,0,0,0,0,0,0,0,0
"862",0,0,0,0,0,0,0,0,0,0
"863",0,1,0,0,0,0,0,2,0,1
"864",0,0,0,0,0,0,0,0,0,0
"865",0,0,0,0,0,0,0,0,0,0
"866",0,0,0,0,0,0,0,0,0,0
"867",0,0,0,0,1,0,0,0,0,1
"868",0,0,0,0,0,0,0,0,0,0
"869",1,0,0,0,0,0,0,0,0,0
"870",0,1,0,1,0,0,0,0,1,0
"871",1,0,1,1,0,1,0,0,1,0
"872",0,0,0,0,0,0,0,0,0,0
"873",0,0,0,0,0,0,0,1,0,1
"874",1,0,1,1,0,1,0,0,1,2
"875",0,0,0,0,0,0,0,0,0,0
"876",1,0,3,1,1,1,0,0,2,3
"877",0,1,0,0,2,0,1,0,0,5
"878",0,0,0,0,0,0,0,0,0,0
"879",0,0,0,0,0,0,0,0,0,0
"880",1,1,0,1,2,1,0,1,1,4
"881",1,1,1,0,0,0,0,0,1,0
"882",0,0,0,0,0,0,0,0,1,0
"883",0,1,0,1,1,0,0,1,0,1
"884",1,0,0,1,0,0,0,1,1,0
"885",1,1,1,1,4,2,0,4,0,4
"886",0,0,0,0,0,0,0,0,1,0
"887",0,1,0,0,0,0,0,0,0,3
"888",1,0,1,1,0,1,0,0,1,0
"889",0,0,0,0,0,0,0,0,1,0
"890",0,1,0,1,2,1,2,1,2,4
"891",0,0,0,0,0,0,0,0,0,0
"892",0,0,0,0,0,0,0,0,1,0
"893",0,1,0,0,0,0,0,0,0,1
"894",1,1,0,1,0,0,0,1,1,0
"895",1,1,0,1,0,0,0,2,1,0
"896",0,0,0,0,0,0,0,0,0,0
"897",1,0,1,1,0,1,0,0,1,0
"898",1,0,1,1,0,1,0,0,1,0
"899",0,0,0,0,0,0,0,0,0,0
"900",0,0,0,0,0,1,1,0,1,0
"901",1,2,2,0,0,1,0,1,3,2
"902",0,2,0,0,1,0,1,1,0,1
"903",1,1,1,2,0,1,0,0,1,0
"904",0,2,0,0,0,0,0,1,0,1
"905",1,0,1,1,0,1,0,0,1,0
"906",1,1,0,1,0,1,0,1,1,0
"907",0,1,0,1,1,1,1,1,1,2
"908",0,1,0,0,0,0,0,1,0,0
"909",1,0,1,1,0,1,0,0,1,0
"910",0,0,0,0,1,0,0,1,0,1
"911",1,1,1,4,0,2,0,0,3,1
"912",0,1,0,0,0,0,0,0,0,1
"913",0,0,0,0,0,0,0,0,0,1
"914",0,1,0,0,0,0,0,0,0,1
"915",0,0,0,0,0,0,0,0,0,0
"916",0,0,1,0,0,0,0,0,1,1
"917",0,1,0,0,2,0,1,2,0,2
"918",0,0,0,0,0,0,0,0,0,0
"919",0,0,0,0,0,0,0,0,0,0
"920",0,0,0,0,0,0,0,0,0,0
"921",0,0,0,0,0,0,0,0,0,0
"922",0,1,0,0,0,0,0,1,1,1
"923",1,1,1,0,0,1,0,0,3,0
"924",0,0,0,0,0,0,0,0,0,1
"925",0,0,0,0,0,0,0,0,0,0
"926",0,0,0,0,0,0,0,0,0,0
"927",0,4,0,0,0,0,1,0,0,4
"928",1,0,0,1,0,0,0,0,1,1
"929",0,0,0,0,0,0,0,0,0,0
"930",0,2,1,0,0,0,1,2,0,3
"931",1,0,0,0,1,1,0,3,1,4
"932",0,0,0,0,1,0,0,1,0,1
"933",0,0,0,0,1,0,0,1,0,1
"934",0,0,0,0,1,0,0,1,0,1
"935",0,0,0,0,1,0,0,1,0,1
"936",0,0,0,0,1,0,0,1,0,1
"937",0,0,0,0,1,0,0,1,0,1
"938",0,0,0,0,1,0,0,1,0,1
"939",0,0,0,0,1,0,0,1,0,1
"940",0,0,0,0,1,0,0,1,0,1
"941",0,0,0,0,1,0,0,1,0,1
"942",0,0,0,0,1,0,0,1,0,1
"943",0,0,0,0,0,0,0,0,0,0
"944",0,0,0,0,0,0,0,0,0,0
"945",0,1,0,0,0,0,0,0,0,0
"946",0,0,0,0,1,0,0,0,0,1
"947",0,0,0,0,0,0,0,0,0,0
"948",0,1,0,0,1,1,1,1,1,1
"949",0,0,0,0,1,0,0,1,0,1
"950",0,0,0,0,0,0,0,0,0,0
"951",0,2,1,1,1,1,0,3,1,3
"952",0,0,0,0,0,0,0,0,0,0
"953",0,0,0,1,0,0,0,0,0,0
"954",0,0,0,0,0,0,0,0,0,0
"955",0,0,0,0,1,0,0,1,0,1
"956",0,2,0,1,1,0,0,2,0,3
"957",0,1,0,1,1,1,0,0,2,2
"958",0,0,0,0,0,0,0,0,0,0
"959",0,1,0,0,1,0,1,3,0,4
"960",1,1,0,2,1,1,0,3,3,2
"961",1,0,1,0,0,0,0,1,1,3
"962",0,3,0,0,2,0,1,2,1,3
"963",0,0,0,0,0,0,0,0,0,0
"964",0,0,0,0,0,1,0,0,1,0
"965",0,1,0,1,1,0,0,1,1,2
"966",2,0,2,1,0,1,0,0,2,1
"967",0,0,0,0,0,0,0,0,1,0
"968",0,0,0,0,0,1,1,0,1,0
"969",0,0,0,0,0,0,0,1,1,1
"970",0,1,0,0,0,0,1,0,1,1
"971",0,0,0,0,1,0,0,1,0,1
"972",1,1,1,0,0,0,0,0,2,0
"973",0,0,0,0,0,0,0,0,0,0
"974",2,1,0,0,1,0,1,1,2,1
"975",0,0,0,0,0,0,0,0,0,0
"976",0,0,0,0,1,0,0,0,0,1
"977",1,1,0,1,1,2,1,4,2,3
"978",1,0,1,1,1,1,0,1,1,2
"979",0,0,0,0,0,0,0,0,0,1
"980",0,0,0,0,0,0,0,0,0,0
"981",0,0,0,0,0,0,0,0,0,0
"982",0,0,0,1,0,1,1,2,1,2
"983",1,0,0,0,0,0,0,1,1,1
"984",0,1,0,0,0,0,0,0,0,0
"985",0,1,1,0,1,0,0,0,0,1
"986",0,0,0,0,0,0,0,0,0,0
"987",1,0,1,0,0,0,0,0,1,0
"988",0,0,0,0,0,0,0,0,0,0
"989",0,0,0,0,0,0,0,0,0,0
"990",0,0,0,0,0,0,0,0,0,0
"991",0,0,0,0,0,0,0,0,0,0
"992",0,1,0,0,0,0,1,1,0,0
"993",0,0,0,0,0,0,0,0,0,0
"994",1,0,0,0,0,1,0,0,2,0
"995",0,0,1,0,0,0,0,1,2,2
"996",0,1,0,0,1,0,1,1,0,3
"997",0,1,0,0,1,0,1,1,0,2
"998",0,0,0,0,0,0,0,1,0,0
"999",0,0,0,0,0,0,0,0,0,0
"1000",0,0,0,0,0,0,0,1,0,1
"1001",0,0,0,0,0,0,0,0,0,0
"1002",0,1,0,0,1,0,0,1,0,2
"1003",2,0,1,1,0,1,1,0,2,0
"1004",0,0,0,0,0,0,0,0,0,0
"1005",1,2,2,0,3,1,3,2,2,4
"1006",0,0,0,0,0,1,2,0,2,3
"1007",0,0,0,0,0,0,0,0,0,0
"1008",0,1,1,1,1,1,0,1,2,1
"1009",0,0,0,0,0,0,0,0,0,1
"1010",0,0,0,0,0,0,0,0,0,0
"1011",1,0,1,3,0,3,0,0,3,0
"1012",0,0,0,0,0,0,0,0,0,0
"1013",0,0,0,0,0,0,0,0,0,0
"1014",1,3,1,0,0,0,1,1,1,2
"1015",0,0,1,0,0,0,0,0,1,0
"1016",0,0,0,0,1,0,0,1,0,1
"1017",0,0,0,0,0,0,0,0,0,0
"1018",0,1,0,0,1,1,0,0,0,1
"1019",0,1,0,0,0,0,0,0,0,1
"1020",0,1,0,0,1,0,0,0,0,1
"1021",0,0,0,0,0,0,0,0,0,0
"1022",1,2,0,1,5,1,2,2,1,6
"1023",0,0,0,0,0,0,0,0,0,1
"1024",0,1,0,0,1,0,0,1,0,1
"1025",0,1,0,0,0,1,0,0,1,1
"1026",0,1,0,2,0,1,0,0,1,2
"1027",0,1,0,0,0,0,0,1,0,1
"1028",0,0,0,0,0,0,0,0,0,0
"1029",3,0,1,4,0,2,0,1,3,1
"1030",1,1,1,1,0,1,0,1,3,1
"1031",1,2,0,0,0,0,0,0,2,0
"1032",1,0,0,0,0,1,0,1,1,2
"1033",0,0,0,0,2,0,1,5,0,5
"1034",0,3,0,1,0,0,0,0,1,1
"1035",0,0,0,0,0,0,0,0,0,1
"1036",0,1,0,0,0,0,0,1,0,1
"1037",0,0,0,0,0,0,0,0,0,0
"1038",0,1,0,0,0,0,0,0,0,1
"1039",0,0,0,0,1,0,0,0,0,2
"1040",0,4,0,0,5,0,1,4,0,5
"1041",0,1,0,0,0,0,0,0,0,0
"1042",0,3,0,1,2,0,0,2,0,3
"1043",0,0,0,1,0,1,0,1,2,2
"1044",0,0,0,0,0,0,0,0,0,0
"1045",0,0,0,0,0,0,0,0,0,0
"1046",0,0,0,0,0,0,0,0,0,0
"1047",0,0,0,0,0,0,0,0,0,0
"1048",0,0,0,0,0,0,0,0,0,0
"1049",0,0,0,0,0,0,0,0,0,0
"1050",0,0,0,0,0,0,0,0,0,0
"1051",0,0,0,0,0,0,0,0,1,0
"1052",0,0,0,0,0,0,0,0,0,1
"1053",0,0,0,0,0,0,1,0,0,0
"1054",0,0,0,0,0,0,0,0,1,1
"1055",0,1,0,0,1,1,1,1,0,2
"1056",0,1,1,0,1,0,0,3,1,2
"1057",1,0,1,0,0,0,0,0,1,0
"1058",0,0,1,0,0,0,0,1,1,2
"1059",0,1,0,0,1,0,0,0,0,2
"1060",0,1,1,0,0,0,0,1,1,0
"1061",0,1,2,1,0,1,0,0,2,0
"1062",0,1,0,0,1,0,1,0,0,2
"1063",0,0,0,0,0,0,0,0,0,1
"1064",0,1,0,0,1,0,0,1,0,2
"1065",0,3,0,0,3,0,3,1,0,5
"1066",0,2,0,0,2,1,1,2,0,3
"1067",1,1,0,1,1,1,0,1,1,2
"1068",0,0,0,1,0,0,0,1,3,0
"1069",0,2,0,1,2,1,2,0,1,3
"1070",0,1,0,0,4,0,1,0,0,4
"1071",0,0,0,0,0,0,0,1,0,1
"1072",0,0,0,0,0,0,0,0,0,0
"1073",0,0,0,0,0,1,0,0,1,0
"1074",0,0,0,0,0,0,0,0,0,1
"1075",0,0,0,0,2,0,0,0,1,4
"1076",0,1,1,0,0,0,0,1,2,2
"1077",1,0,1,1,0,1,0,0,1,0
"1078",0,0,0,0,0,0,0,0,0,0
"1079",0,0,0,1,0,1,0,0,2,0
"1080",0,0,0,0,0,0,0,0,0,1
"1081",0,0,0,0,0,0,0,0,0,2
"1082",0,1,0,0,1,0,1,0,0,1
"1083",0,2,0,3,0,0,1,3,2,2
"1084",0,2,0,1,1,0,0,1,0,1
"1085",0,0,0,0,0,0,0,0,0,1
"1086",0,0,0,0,1,0,0,0,0,1
"1087",0,0,0,0,1,0,0,0,0,3
"1088",0,0,0,1,0,0,0,0,0,0
"1089",0,0,0,0,0,0,0,0,0,0
"1090",0,0,0,0,0,0,0,0,0,4
"1091",0,0,1,1,0,0,0,0,0,0
"1092",0,0,0,0,0,0,0,1,1,0
"1093",1,2,2,1,0,0,1,1,3,1
"1094",2,1,2,3,0,3,1,1,3,1
"1095",0,0,0,0,0,0,0,0,0,1
"1096",0,0,0,0,0,0,0,0,0,0
"1097",0,1,0,1,0,0,0,2,2,1
"1098",1,2,0,1,0,0,0,0,1,0
"1099",0,0,0,0,0,0,0,0,0,0
"1100",0,1,3,1,1,1,1,1,2,2
"1101",0,0,0,0,0,0,0,1,0,0
"1102",0,0,0,0,0,0,0,1,1,0
"1103",0,0,0,2,0,3,1,1,4,0
"1104",0,1,0,2,0,1,0,1,3,2
"1105",1,1,0,1,2,1,1,2,2,2
"1106",0,0,0,0,0,0,0,0,0,0
"1107",0,1,0,0,1,1,0,0,0,1
"1108",1,1,0,0,1,2,1,1,1,1
"1109",3,1,1,2,1,1,0,0,4,1
"1110",0,1,0,0,0,0,1,2,1,2
"1111",1,1,2,1,1,1,0,1,2,2
"1112",1,2,2,0,0,1,1,0,3,1
"1113",1,2,1,1,2,1,2,1,2,2
"1114",1,2,1,3,0,0,0,1,5,4
"1115",0,1,0,1,0,0,0,1,0,1
"1116",0,3,0,0,0,0,0,0,0,1
"1117",0,2,0,0,2,2,1,2,2,2
"1118",1,1,1,1,1,1,1,1,1,1
"1119",0,0,0,0,0,0,0,0,1,0
"1120",1,0,0,1,0,2,0,1,2,1
"1121",0,0,0,0,0,0,0,1,0,0
"1122",0,1,0,0,2,0,1,2,0,3
"1123",0,0,0,0,0,0,0,0,1,0
"1124",0,0,0,0,2,0,0,2,0,2
"1125",0,0,0,0,0,0,0,1,0,1
"1126",2,0,2,2,0,2,0,0,3,0
"1127",0,0,0,0,0,1,0,1,0,1
"1128",0,0,0,0,0,0,0,0,0,0
"1129",0,0,0,0,0,0,0,0,0,0
"1130",0,0,0,0,0,0,0,0,1,1
"1131",1,1,0,0,1,2,1,3,1,5
"1132",1,1,1,1,1,1,0,0,1,3
"1133",1,2,1,1,2,2,1,3,3,3
"1134",3,3,1,2,3,3,2,4,4,4
"1135",1,0,2,0,0,4,1,0,2,1
"1136",0,1,0,0,2,1,0,2,2,2
"1137",0,0,0,0,0,1,0,0,0,1
"1138",0,0,2,3,1,5,1,1,5,2
"1139",0,2,0,0,0,0,0,0,0,1
"1140",1,0,1,0,1,0,0,0,1,1
"1141",0,2,1,0,1,1,0,1,0,1
"1142",1,0,1,0,0,0,0,0,1,0
"1143",0,1,0,0,1,0,0,1,0,1
"1144",0,1,0,0,1,0,0,1,0,1
"1145",0,2,0,0,0,0,1,1,0,2
"1146",0,0,0,0,0,0,0,0,0,0
"1147",0,0,0,0,0,0,0,1,1,0
"1148",0,0,0,1,0,0,0,1,1,1
"1149",1,0,2,0,0,0,0,0,2,0
"1150",0,0,0,0,0,0,0,0,0,1
"1151",0,1,0,0,1,0,1,1,0,1
"1152",0,1,0,0,1,0,0,1,0,1
"1153",1,0,1,0,0,0,0,1,1,1
"1154",0,0,0,0,1,0,1,1,0,2
"1155",0,0,0,0,0,0,0,0,0,0
"1156",0,0,0,0,1,0,1,1,0,1
"1157",0,0,0,0,0,0,0,0,0,0
"1158",0,0,0,0,0,0,0,0,0,0
"1159",1,0,1,1,0,1,0,0,1,0
"1160",0,1,0,0,1,0,1,1,0,1
"1161",0,2,0,0,1,1,0,1,1,3
"1162",0,1,0,0,1,1,1,1,1,3
"1163",0,0,1,0,0,0,0,0,1,1
"1164",1,2,0,2,2,1,1,1,1,2
"1165",1,2,0,2,2,1,1,1,1,2
"1166",0,0,0,0,0,0,0,0,0,1
"1167",2,1,1,3,1,1,1,1,4,1
"1168",0,2,1,0,1,0,0,1,1,1
"1169",2,1,1,1,1,0,0,1,1,1
"1170",0,0,0,0,0,0,0,0,1,0
"1171",0,1,0,0,1,1,1,1,0,1
"1172",0,0,0,0,0,0,0,0,0,0
"1173",0,1,0,0,0,0,0,1,1,1
"1174",0,0,0,0,0,0,0,0,0,1
"1175",0,0,0,0,0,0,0,0,0,0
"1176",2,0,1,1,1,1,0,0,2,2
"1177",0,1,0,0,0,0,0,0,0,0
"1178",1,1,0,0,3,0,0,1,1,3
"1179",0,0,0,0,0,0,0,0,0,0
"1180",0,0,0,0,0,0,0,0,0,1
"1181",0,0,0,1,0,1,0,0,1,0
"1182",0,1,0,0,1,0,1,2,0,3
"1183",0,2,1,0,1,2,0,0,1,3
"1184",0,0,0,0,1,1,0,1,0,1
"1185",1,0,1,0,0,0,0,0,1,0
"1186",0,0,0,0,0,0,0,0,0,0
"1187",0,1,0,0,2,2,0,2,1,3
"1188",1,0,1,1,0,1,0,0,2,0
"1189",0,1,0,0,1,1,1,1,1,1
"1190",0,0,0,0,0,0,0,0,0,1
"1191",0,0,0,0,1,1,1,1,2,1
"1192",1,0,2,1,0,1,0,0,2,0
"1193",0,1,0,0,0,0,0,0,0,1
"1194",0,1,1,1,0,0,0,0,2,3
"1195",0,0,0,0,1,0,0,1,0,1
"1196",0,1,0,0,0,0,0,0,0,1
"1197",0,1,0,0,0,0,0,0,1,1
"1198",0,0,0,0,1,0,0,1,1,2
