weekday,hour,tweet_length,mentions_count,urls_count,photos_count,hashtags_count,quote_url,video,retweets_count,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
Monday,20,188,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1
Monday,18,154,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2
Monday,16,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Monday,7,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
Sunday,20,251,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,4
Sunday,19,151,0,0,0,0,0,0,0,1,0,3,1,1,2,0,0,3,2
Sunday,18,238,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,4
Sunday,5,104,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sunday,5,308,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sunday,3,104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Sunday,0,73,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
Saturday,19,250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Saturday,18,236,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,4
Saturday,18,255,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
Saturday,5,149,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Friday,23,129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Friday,20,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Friday,19,155,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0
Friday,17,214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
Friday,12,201,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Friday,3,260,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,2,2
Friday,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Friday,2,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Friday,1,294,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Thursday,23,304,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,3
Thursday,21,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Thursday,19,274,0,1,1,7,0,1,0,0,0,0,0,0,0,0,2,0,3
Thursday,5,219,0,0,0,0,0,0,0,1,2,1,2,3,2,2,2,1,4
Thursday,3,196,0,0,0,0,0,0,0,1,1,2,1,1,1,1,2,2,6
Thursday,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,2,255,1,0,4,1,0,1,0,0,0,1,0,0,0,0,0,1,1
Thursday,2,266,0,0,1,5,0,1,0,0,1,0,0,1,0,0,0,0,4
Thursday,0,178,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,2
Thursday,22,191,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1
Thursday,21,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Thursday,20,305,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Thursday,20,305,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Thursday,19,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Thursday,7,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,3,228,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Tuesday,22,128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tuesday,16,301,0,0,1,2,0,1,0,0,2,0,0,2,0,0,2,0,6
Tuesday,7,143,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Tuesday,5,136,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,2
Tuesday,2,249,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2
Tuesday,0,90,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2
Tuesday,0,227,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,3,1
Tuesday,0,239,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,2,3
Saturday,22,251,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,1
Saturday,18,232,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
Saturday,17,258,0,0,1,0,0,1,0,2,1,2,3,2,3,1,2,3,3
Saturday,13,244,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,6
Saturday,3,301,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4
Saturday,3,253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Saturday,0,255,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Saturday,0,305,0,0,2,0,0,1,0,0,3,1,0,2,0,0,2,2,3
Thursday,22,117,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
Thursday,21,269,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
Thursday,19,231,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2
Thursday,18,127,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,3
Thursday,14,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Thursday,1,255,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Monday,22,159,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
Monday,21,182,0,0,0,0,0,0,0,2,0,3,1,0,1,0,1,3,0
Monday,18,272,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2
Monday,6,199,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
Monday,4,255,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Monday,2,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2,291,0,1,1,5,0,1,0,0,0,1,0,0,0,0,0,2,2
Monday,1,185,0,0,2,9,0,1,0,0,0,0,0,1,0,0,1,0,2
Friday,22,244,0,0,1,1,0,1,0,1,1,1,0,1,0,1,2,1,3
Friday,20,200,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
Friday,19,142,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1
Friday,17,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wednesday,20,265,0,0,2,0,0,1,0,1,2,1,0,2,0,1,2,3,2
Wednesday,20,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,18,284,0,0,1,0,0,1,0,0,4,0,0,4,0,0,0,0,5
Wednesday,17,219,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,4
Wednesday,6,243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
Wednesday,2,174,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2
Wednesday,1,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Sunday,22,273,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,2,0
Sunday,19,278,0,0,1,3,0,1,0,0,0,0,0,1,0,1,2,0,5
Sunday,15,165,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,1
Sunday,14,165,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2,2
Sunday,9,117,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0
Sunday,4,203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Friday,18,184,0,0,4,0,0,1,0,0,0,2,0,0,1,0,0,4,1
Friday,1,123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Friday,0,121,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,1,3
Friday,0,143,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,2,1
Tuesday,22,170,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Tuesday,8,255,0,0,1,0,0,1,0,0,1,0,0,3,0,2,5,0,6
Tuesday,3,140,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3
Tuesday,0,80,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
Tuesday,22,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tuesday,17,82,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4
Tuesday,4,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
Tuesday,3,210,0,0,0,0,0,0,0,1,1,2,0,2,1,1,1,4,1
Saturday,23,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saturday,16,215,1,0,0,0,0,0,0,0,2,0,0,2,0,1,2,0,2
Saturday,14,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saturday,13,246,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Saturday,8,133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Saturday,3,288,1,0,0,0,0,1,0,2,2,2,2,0,2,0,2,4,3
Saturday,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Friday,22,144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Friday,21,161,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0
Friday,20,219,0,0,2,0,0,1,0,1,0,0,2,1,1,1,0,1,1
Friday,20,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Friday,18,246,1,0,0,0,0,0,0,1,1,1,1,0,1,0,2,2,3
Friday,17,185,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2
Friday,4,219,0,0,0,0,0,0,0,0,2,1,0,2,1,1,2,1,4
Friday,2,212,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,2,2
Thursday,22,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Thursday,3,154,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
Thursday,3,155,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,1,2
Thursday,2,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,1,128,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Wednesday,22,191,0,0,0,0,1,0,0,1,3,0,0,3,0,2,2,2,4
Wednesday,20,279,0,1,1,0,0,1,0,0,3,0,0,3,0,1,2,0,3
Wednesday,19,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Wednesday,5,163,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Tuesday,21,253,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3
Tuesday,21,233,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,2
Tuesday,20,310,0,1,0,3,0,1,0,2,0,0,1,1,2,1,0,2,0
Tuesday,10,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tuesday,3,215,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,3
Tuesday,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Monday,19,170,0,1,1,0,0,1,0,1,1,1,0,2,0,0,1,2,3
Sunday,21,182,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
Sunday,7,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunday,0,137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
Saturday,21,259,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,3
Saturday,20,292,0,0,1,0,0,1,0,1,2,1,1,1,0,1,2,0,2
Saturday,16,138,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Saturday,15,255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Saturday,14,275,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,3
Saturday,3,108,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,1,4
Saturday,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saturday,2,215,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,1,1
Saturday,0,205,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,2,1
Friday,18,207,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Friday,17,298,0,0,1,9,0,1,0,0,2,0,0,2,0,0,0,1,5
Friday,9,255,0,0,0,0,0,0,0,0,3,0,0,1,2,1,4,2,2
Friday,8,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Friday,6,256,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Friday,4,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Friday,2,147,0,0,1,0,0,1,0,1,1,1,1,2,1,0,1,2,3
Friday,0,104,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1
Friday,0,264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Thursday,17,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Thursday,16,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thursday,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,13,305,1,0,0,0,0,1,0,0,2,1,0,1,0,0,2,1,4
Wednesday,23,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,19,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Wednesday,19,166,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Wednesday,19,299,0,0,1,2,0,1,0,0,1,1,0,1,1,0,1,1,3
Wednesday,17,298,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,3
Wednesday,13,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tuesday,23,248,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0
Tuesday,21,209,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tuesday,20,268,0,0,1,0,0,1,0,0,1,2,0,2,0,0,1,2,2
Monday,4,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Monday,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sunday,21,293,1,0,1,8,0,1,0,1,0,0,1,1,2,0,0,1,1
Sunday,16,170,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,2,4
Sunday,14,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Sunday,14,305,0,1,1,0,0,1,0,2,1,0,1,2,1,0,1,2,2
Sunday,8,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Sunday,3,213,0,0,0,0,0,0,0,3,0,1,2,0,2,2,0,3,0
Saturday,22,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saturday,15,72,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1
Saturday,3,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Friday,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Friday,22,166,0,0,1,0,0,1,0,0,1,0,0,1,1,1,2,0,2
Friday,22,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,21,184,0,0,1,0,0,1,0,1,2,0,0,2,0,1,2,2,3
Friday,18,212,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Friday,12,188,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1
Friday,3,237,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,2,4
Thursday,20,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,19,180,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0
Thursday,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,17,223,0,1,0,0,0,0,0,0,1,0,0,3,0,1,2,0,3
Wednesday,13,243,0,0,0,0,0,0,0,0,2,2,0,2,0,1,2,2,8
Tuesday,16,103,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
Monday,14,244,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Monday,4,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Monday,2,188,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
Monday,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Sunday,23,106,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1
Sunday,19,151,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
Sunday,8,205,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
Friday,15,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Friday,4,132,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,1,2
Friday,2,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,1,305,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0
Tuesday,23,177,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,2
Tuesday,18,271,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,2
Tuesday,15,241,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,2
Tuesday,9,225,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2,3
Tuesday,1,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sunday,21,254,0,0,0,0,0,0,0,2,2,0,0,1,0,1,3,2,5
Monday,23,91,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Monday,23,209,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0
Monday,22,34,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
Monday,22,245,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2
Monday,14,77,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Monday,9,233,0,1,1,0,0,1,0,1,1,0,1,1,0,1,2,1,4
Monday,8,244,1,0,0,1,1,0,0,0,1,0,1,1,2,0,1,2,2
Monday,8,201,0,1,0,0,0,0,0,1,1,0,1,1,0,1,2,1,4
Monday,7,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Monday,7,192,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,3
Monday,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2,303,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,3
Monday,2,288,0,1,1,0,0,1,0,1,4,0,1,1,2,0,1,2,3
Monday,2,74,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Monday,2,255,0,1,1,0,0,1,0,1,2,0,1,2,0,2,3,1,5
Monday,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Monday,1,74,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Monday,1,199,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,4
Sunday,23,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sunday,23,284,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sunday,23,69,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Sunday,23,91,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sunday,21,179,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,2
Sunday,18,106,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,2
Sunday,18,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sunday,17,65,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sunday,17,26,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
Sunday,14,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Sunday,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunday,8,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Sunday,8,177,0,0,4,0,0,1,0,1,2,0,0,0,0,0,0,0,0
Sunday,6,84,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1
Sunday,4,87,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Sunday,4,152,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Sunday,4,241,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,1
Sunday,4,110,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2,2
Sunday,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunday,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunday,3,75,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Sunday,3,289,0,0,4,0,0,1,0,1,2,3,1,1,2,1,2,5,1
Sunday,2,79,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Sunday,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunday,1,91,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sunday,1,156,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
Sunday,1,26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Sunday,1,177,0,1,2,0,0,1,0,0,0,0,1,0,0,1,1,0,2
Saturday,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saturday,22,191,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2
Saturday,21,106,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,2
Saturday,19,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saturday,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Saturday,15,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saturday,9,96,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2
Saturday,7,79,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Saturday,5,181,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,3
Saturday,5,183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Saturday,5,74,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Saturday,5,74,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Saturday,4,64,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Saturday,3,232,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0
Saturday,1,61,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0
Saturday,1,249,0,0,0,0,0,0,0,1,1,1,2,0,1,0,1,1,2
Friday,23,89,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Friday,23,111,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Friday,23,305,0,0,1,0,0,1,0,0,2,0,0,2,0,1,1,1,4
Friday,23,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Friday,23,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,23,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Friday,22,77,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,2
Friday,21,244,0,0,0,0,0,0,0,0,3,0,1,1,0,1,1,4,2
Friday,21,226,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,2
Friday,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,18,73,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
Friday,17,275,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3
Friday,16,74,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Friday,16,74,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Friday,16,74,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Friday,16,74,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Friday,15,299,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1
Friday,15,164,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2
Friday,13,197,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Friday,13,197,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Friday,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,12,76,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Friday,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,9,235,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,3
Friday,8,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,6,266,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Friday,4,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Friday,4,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Friday,4,117,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0,2
Friday,4,48,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Friday,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,3,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Friday,3,71,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Friday,2,191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Friday,1,72,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Friday,1,173,0,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,2
Friday,0,69,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Friday,0,103,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2
Thursday,19,170,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2
Thursday,16,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Thursday,15,33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Thursday,14,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Tuesday,0,102,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Tuesday,0,106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
Tuesday,0,174,1,0,1,2,0,1,0,2,2,0,0,3,0,1,2,1,4
Tuesday,0,142,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Tuesday,0,266,1,0,3,0,0,1,0,0,1,0,0,3,0,0,2,0,5
Tuesday,0,140,1,1,0,0,0,0,0,0,2,0,0,3,0,1,2,0,3
Tuesday,0,255,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,3
Tuesday,0,150,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Tuesday,0,302,0,1,2,1,0,1,0,0,1,0,0,3,0,1,1,0,3
Tuesday,0,301,0,1,1,0,0,1,0,1,1,0,2,3,0,2,2,3,4
Monday,23,274,2,0,2,5,0,1,0,0,2,1,0,2,1,2,1,1,2
Monday,23,248,3,0,0,0,0,0,0,0,2,0,0,2,0,2,1,1,2
Monday,23,212,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,3
